dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,143.123903,259.191399,135.850000,65.000000,0.000000,0.000000,0.651883
0.020000,144.157588,259.979750,137.150000,65.000000,0.000000,0.000000,0.651203
0.020000,145.191862,260.767326,138.450000,65.000000,0.000000,0.000000,0.650386
0.020000,146.226834,261.553986,139.750000,65.000000,0.000000,0.000000,0.649431
0.020000,147.262611,262.339585,141.050000,65.000000,0.000000,0.000000,0.648338
0.020000,148.299300,263.123981,142.350000,65.000000,0.000000,0.000000,0.647107
0.020000,149.337008,263.907027,143.650000,65.000000,0.000000,0.000000,0.645737
0.020000,150.375841,264.688580,144.950000,65.000000,0.000000,0.000000,0.644229
0.020000,151.415907,265.468492,146.250000,65.000000,0.000000,0.000000,0.642582
0.020000,152.457310,266.246618,147.550000,65.000000,0.000000,0.000000,0.640795
0.020000,153.500156,267.022809,148.850000,65.000000,0.000000,0.000000,0.638868
0.020000,154.544550,267.796915,150.150000,65.000000,0.000000,0.000000,0.636801
0.020000,155.590595,268.568788,151.450000,65.000000,0.000000,0.000000,0.634594
0.020000,156.638397,269.338276,152.750000,65.000000,0.000000,0.000000,0.632245
0.020000,157.688058,270.105226,154.050000,65.000000,0.000000,0.000000,0.629755
0.020000,158.739678,270.869485,155.350000,65.000000,0.000000,0.000000,0.627122
0.020000,159.793362,271.630898,156.650000,65.000000,0.000000,0.000000,0.624347
0.020000,160.849210,272.389308,157.950000,65.000000,0.000000,0.000000,0.621428
0.020000,161.907320,273.144558,159.250000,65.000000,0.000000,0.000000,0.618366
0.020000,162.967791,273.896487,160.550000,65.000000,0.000000,0.000000,0.615160
0.020000,164.030722,274.644937,161.850000,65.000000,0.000000,0.000000,0.611809
0.020000,165.096210,275.389742,163.150000,65.000000,0.000000,0.000000,0.608313
0.020000,166.163817,276.130373,164.449355,64.935478,-3.226100,-161.305023,0.604673
0.020000,167.229854,276.864078,165.743480,64.477017,-22.923070,-984.848485,0.600902
0.020000,168.287862,277.586311,167.024496,63.624616,-42.620040,-984.848485,0.597026
0.020000,169.331309,278.292632,168.284525,62.378276,-62.317010,-984.848485,0.593074
0.020000,170.353586,278.978715,169.515688,60.737996,-82.013979,-984.848485,0.589079
0.020000,171.348006,279.640348,170.710105,58.703777,-101.710949,-984.848485,0.585075
0.020000,172.307809,280.273440,171.859899,56.275619,-121.407919,-984.848485,0.581103
0.020000,173.226155,280.874012,172.957191,53.453521,-141.104888,-984.848485,0.577203
0.020000,174.096141,281.438198,173.994101,50.237484,-160.801858,-984.848485,0.573420
0.020000,174.910801,281.962230,174.962751,46.627507,-180.498828,-984.848485,0.569800
0.020000,175.663119,282.442430,175.855262,42.623591,-200.195797,-984.848485,0.566391
0.020000,176.346587,282.875533,176.664400,38.290258,-216.666667,-823.543462,0.563240
0.020000,176.958008,283.260408,177.386872,33.956925,-216.666667,0.000000,0.560376
0.020000,177.497000,283.597654,178.022677,29.623591,-216.666667,0.000000,0.557818
0.020000,177.963220,283.887812,178.571816,25.290258,-216.666667,-0.000000,0.555580
0.020000,178.356915,284.131702,179.034933,21.021447,-213.440566,161.305023,0.553671
0.020000,178.681730,284.332136,179.416613,17.146575,-193.743597,984.848485,0.552084
0.020000,178.944181,284.493566,179.724735,13.665642,-174.046627,984.848485,0.550793
0.020000,179.150833,284.620346,179.967178,10.578649,-154.349657,984.848485,0.549771
0.020000,179.308305,284.716759,180.151820,7.885595,-134.652687,984.848485,0.548989
0.020000,179.423249,284.787027,180.286541,5.586481,-114.955718,984.848485,0.548417
0.020000,179.502346,284.835328,180.379219,3.681306,-95.258748,984.848485,0.548022
0.020000,179.552294,284.865807,180.437733,2.170070,-75.561778,984.848485,0.547773
0.020000,179.579808,284.882589,180.469961,1.052774,-55.864809,984.848485,0.547635
0.020000,179.591608,284.889785,180.483783,0.329417,-36.167839,984.848485,0.547576
0.020000,179.594421,284.891500,180.487077,0.000000,-16.470869,984.848485,0.547562
0.020000,179.594421,284.891500,180.487077,0.000000,0.000000,823.543462,0.547562
